station_id,station_name,latitude,longitude,year,month,date,month_id,season,split,rainfall_mm,CCS,CDR,CHIRPS,ERA5,GSMaP_Gauge,GSMaP_MVK,IMERG,LST,NDVI,PDIR,PERSIANN,Distance_Sea_meter,Land_Aspect_Degree_30m,Land_Khulna_SRTM_DEM,Land_Slope_Degree_30m,month_sin,month_cos,raster_x,raster_y,inside_raster_bounds,valid_predictor_count,missing_predictor_count,all_predictors_available
CL517,Rupsa,22.79,89.59,2017,9,2017-09-01,2017_09,Monsoon,train,155.3,324.989013671875,295.9418640136719,170.06446838378906,279.5148010253906,294.3345031738281,250.23812866210932,0.331836849451065,30.670000076293945,0.703000009059906,457.5291137695313,287.01666259765625,50599.09375,140.3240509033203,3.7103257179260254,1.5449576377868652,-1.0,-1.8369701987210292e-16,89.59,22.79,True,15,0,True
CL504,Dumuria,22.8093,89.4145,2017,10,2017-10-01,2017_10,Post_Monsoon,train,704.3,212.65689086914065,261.8665466308594,380.276123046875,225.40182495117188,635.1213989257812,296.300048828125,0.5101298093795776,28.88999938964844,0.6050000190734863,243.95187377929688,161.41590881347656,57738.24609375,152.4185333251953,5.504084587097168,1.9329872131347656,-0.8660254037844386,0.5000000000000001,89.4145,22.8093,True,15,0,True
CL510,Khulna,22.8319,89.55,2017,10,2017-10-01,2017_10,Post_Monsoon,train,325.0,184.3636779785156,260.220458984375,339.78253173828125,231.03895568847656,683.4063720703125,296.308349609375,0.5107915997505188,31.209999084472656,0.5372999906539917,245.7198944091797,165.87680053710938,56018.875,154.1371307373047,6.754478931427002,2.105170726776123,-0.8660254037844386,0.5000000000000001,89.55,22.8319,True,15,0,True
CL515,Paikgacha,22.585,89.3182,2017,10,2017-10-01,2017_10,Post_Monsoon,train,442.0,258.1963195800781,285.3441162109375,451.0262451171875,228.94297790527344,626.3214111328125,358.2123413085937,0.5105531215667725,29.049999237060547,0.45660001039505,373.1638793945313,188.4850616455078,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,-0.8660254037844386,0.5000000000000001,89.3182,22.585,True,15,0,True
CL517,Rupsa,22.79,89.59,2017,10,2017-10-01,2017_10,Post_Monsoon,train,435.2,164.8421173095703,260.6370544433594,324.2369384765625,230.16612243652344,673.483642578125,288.310791015625,0.5145132541656494,28.450000762939453,0.6399000287055969,263.0467224121094,168.78781127929688,50599.09375,140.3240509033203,3.7103257179260254,1.5449576377868652,-0.8660254037844386,0.5000000000000001,89.59,22.79,True,15,0,True
CL504,Dumuria,22.8093,89.4145,2017,11,2017-11-01,2017_11,Post_Monsoon,train,0.0,72.15234375,22.87349510192871,25.39308738708496,37.22478866577149,42.53903579711914,122.33871459960938,0.0389610901474952,27.06999969482422,0.6243000030517578,60.961463928222656,69.8961410522461,57738.24609375,152.4185333251953,5.504084587097168,1.9329872131347656,-0.5000000000000004,0.8660254037844384,89.4145,22.8093,True,15,0,True
CL510,Khulna,22.8319,89.55,2017,11,2017-11-01,2017_11,Post_Monsoon,train,25.0,78.78138732910156,21.653053283691406,22.283626556396484,34.9825325012207,37.43382263183594,108.52578735351562,0.0368278846144676,29.200000762939453,0.5275999903678894,61.66868209838867,72.56568908691406,56018.875,154.1371307373047,6.754478931427002,2.105170726776123,-0.5000000000000004,0.8660254037844384,89.55,22.8319,True,15,0,True
CL515,Paikgacha,22.585,89.3182,2017,11,2017-11-01,2017_11,Post_Monsoon,train,11.0,35.83383560180664,23.184648513793945,35.25038146972656,47.64273452758789,43.10091400146485,100.88385772705078,0.0422817729413509,26.584999084472656,0.4970000088214874,47.08773040771485,62.07557678222656,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,-0.5000000000000004,0.8660254037844384,89.3182,22.585,True,15,0,True
CL517,Rupsa,22.79,89.59,2017,11,2017-11-01,2017_11,Post_Monsoon,train,4.2,58.343353271484375,21.27427101135254,24.18739891052246,35.8795280456543,36.544189453125,103.01563262939452,0.0356489121913909,27.09000015258789,0.661899983882904,60.3642692565918,72.8897705078125,50599.09375,140.3240509033203,3.7103257179260254,1.5449576377868652,-0.5000000000000004,0.8660254037844384,89.59,22.79,True,15,0,True
CL504,Dumuria,22.8093,89.4145,2017,12,2017-12-01,2017_12,Winter,train,10.0,4.611607074737549,55.47282409667969,19.722244262695312,85.63365936279297,100.35997772216795,113.23121643066406,0.0676656514406204,23.9950008392334,0.5519999861717224,14.449459075927734,24.818883895874023,57738.24609375,152.4185333251953,5.504084587097168,1.9329872131347656,-2.4492935982947064e-16,1.0,89.4145,22.8093,True,15,0,True
CL510,Khulna,22.8319,89.55,2017,12,2017-12-01,2017_12,Winter,train,45.0,1.732926368713379,59.73414611816406,19.228979110717773,91.42705535888672,96.0325164794922,115.54519653320312,0.0715307220816612,25.84499931335449,0.4629000127315521,16.719602584838867,26.50066566467285,56018.875,154.1371307373047,6.754478931427002,2.105170726776123,-2.4492935982947064e-16,1.0,89.55,22.8319,True,15,0,True
CL515,Paikgacha,22.585,89.3182,2017,12,2017-12-01,2017_12,Winter,train,28.0,8.38501262664795,58.56445693969727,21.79868507385254,81.52603912353516,101.66263580322266,122.98485565185548,0.0700422823429107,23.225000381469727,0.4557999968528747,25.889951705932617,37.76728820800781,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,-2.4492935982947064e-16,1.0,89.3182,22.585,True,15,0,True
CL517,Rupsa,22.79,89.59,2017,12,2017-12-01,2017_12,Winter,train,23.7,2.230647325515747,61.33688735961914,15.139525413513184,92.8871078491211,96.50182342529295,117.0418701171875,0.074529230594635,24.57999992370605,0.4796000123023987,15.268487930297852,27.827587127685547,50599.09375,140.3240509033203,3.7103257179260254,1.5449576377868652,-2.4492935982947064e-16,1.0,89.59,22.79,True,15,0,True
CL504,Dumuria,22.8093,89.4145,2018,1,2018-01-01,2018_01,Winter,train,0.0,1.1265356540679932,5.91526985168457,5.197333812713623,0.0219406653195619,0.0,4.273915767669678,0.0,21.375,0.4765999913215637,6.0,19.649808883666992,57738.24609375,152.4185333251953,5.504084587097168,1.9329872131347656,0.4999999999999999,0.8660254037844387,89.4145,22.8093,True,15,0,True
CL510,Khulna,22.8319,89.55,2018,1,2018-01-01,2018_01,Winter,train,0.0,1.1568297147750854,6.857882022857666,5.833812713623047,0.0314911268651485,0.0,0.1025792732834816,0.0,23.059999465942383,0.425599992275238,5.72236442565918,22.314428329467773,56018.875,154.1371307373047,6.754478931427002,2.105170726776123,0.4999999999999999,0.8660254037844387,89.55,22.8319,True,15,0,True
CL515,Paikgacha,22.585,89.3182,2018,1,2018-01-01,2018_01,Winter,train,0.0,1.7965545654296875,7.493883609771728,6.605417251586914,0.0025390104856342,0.0,1.312245488166809,0.0003541142796166,21.31999969482422,0.3454999923706054,5.0,23.02764129638672,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,0.4999999999999999,0.8660254037844387,89.3182,22.585,True,15,0,True
CL517,Rupsa,22.79,89.59,2018,1,2018-01-01,2018_01,Winter,train,0.0,3.0955519676208496,7.251952171325684,7.445221900939941,0.0286123473197221,0.0,0.0,0.0,21.51499938964844,0.3039999902248382,5.423454284667969,23.364879608154297,50599.09375,140.3240509033203,3.7103257179260254,1.5449576377868652,0.4999999999999999,0.8660254037844387,89.59,22.79,True,15,0,True
CL504,Dumuria,22.8093,89.4145,2018,2,2018-02-01,2018_02,Winter,train,0.0,5.790536880493164,7.283226013183594,14.95350742340088,2.0538601875305176,1.5220255851745603,1.5053554773330688,0.0043890746310353,26.670000076293945,0.5884000062942505,41.64653015136719,1.8923341035842896,57738.24609375,152.4185333251953,5.504084587097168,1.9329872131347656,0.8660254037844386,0.5000000000000001,89.4145,22.8093,True,15,0,True
CL510,Khulna,22.8319,89.55,2018,2,2018-02-01,2018_02,Winter,train,0.0,13.338417053222656,7.154187202453613,15.370426177978516,2.129473924636841,1.264338493347168,3.720142364501953,0.0046115703880786,28.809999465942383,0.3722000122070312,44.03156661987305,2.837773323059082,56018.875,154.1371307373047,6.754478931427002,2.105170726776123,0.8660254037844386,0.5000000000000001,89.55,22.8319,True,15,0,True
CL515,Paikgacha,22.585,89.3182,2018,2,2018-02-01,2018_02,Winter,train,0.0,10.052699089050291,7.525013446807861,17.710479736328125,0.8872508406639099,3.190953016281128,2.662322521209717,0.0031346855685114,26.59000015258789,0.2818999886512756,20.31587791442871,1.9767096042633057,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,0.8660254037844386,0.5000000000000001,89.3182,22.585,True,15,0,True
CL517,Rupsa,22.79,89.59,2018,2,2018-02-01,2018_02,Winter,train,0.0,12.813676834106444,7.1391215324401855,16.719959259033203,1.852971434593201,1.0692157745361328,3.6726365089416495,0.0039903270080685,27.239999771118164,0.3163999915122986,37.87271881103516,3.1712217330932617,50599.09375,140.3240509033203,3.7103257179260254,1.5449576377868652,0.8660254037844386,0.5000000000000001,89.59,22.79,True,15,0,True
CL504,Dumuria,22.8093,89.4145,2018,3,2018-03-01,2018_03,Pre_Monsoon,train,0.0,12.629868507385254,21.86729049682617,20.11363410949707,26.34144592285156,3.8586556911468506,8.935731887817383,0.0073969797231256,29.315000534057617,0.6703000068664551,24.838987350463867,49.26505279541016,57738.24609375,152.4185333251953,5.504084587097168,1.9329872131347656,1.0,6.123233995736766e-17,89.4145,22.8093,True,15,0,True
CL510,Khulna,22.8319,89.55,2018,3,2018-03-01,2018_03,Pre_Monsoon,train,0.0,10.110243797302246,19.22600746154785,21.344337463378903,25.59630012512207,2.794963121414185,6.595705509185791,0.0078057856298983,31.7450008392334,0.4417000114917755,33.72540664672852,42.62214279174805,56018.875,154.1371307373047,6.754478931427002,2.105170726776123,1.0,6.123233995736766e-17,89.55,22.8319,True,15,0,True
CL515,Paikgacha,22.585,89.3182,2018,3,2018-03-01,2018_03,Pre_Monsoon,train,8.0,13.629263877868652,17.7386417388916,17.985321044921875,23.98200798034668,5.30031156539917,16.41109848022461,0.0078390836715698,29.450000762939453,0.3783999979496002,44.81967544555664,55.293216705322266,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,1.0,6.123233995736766e-17,89.3182,22.585,True,15,0,True
CL517,Rupsa,22.79,89.59,2018,3,2018-03-01,2018_03,Pre_Monsoon,train,6.4,8.94234561920166,18.10857009887696,21.469669342041016,25.22909164428711,2.5693068504333496,7.121716499328613,0.0073566297069191,30.13999938964844,0.4478000104427337,34.49919128417969,40.54605102539063,50599.09375,140.3240509033203,3.7103257179260254,1.5449576377868652,1.0,6.123233995736766e-17,89.59,22.79,True,15,0,True
CL504,Dumuria,22.8093,89.4145,2018,4,2018-04-01,2018_04,Pre_Monsoon,train,115.0,86.9499740600586,163.87643432617188,120.14558410644533,138.99154663085938,137.2021026611328,418.5176086425781,0.176693320274353,29.0766658782959,0.5842000246047974,217.07052612304688,209.0193634033203,57738.24609375,152.4185333251953,5.504084587097168,1.9329872131347656,0.8660254037844387,-0.4999999999999998,89.4145,22.8093,True,15,0,True
CL510,Khulna,22.8319,89.55,2018,4,2018-04-01,2018_04,Pre_Monsoon,train,135.0,139.17620849609375,177.19317626953125,124.87223052978516,153.82005310058594,131.45480346679688,326.0818176269531,0.1864554584026336,31.196666717529297,0.4896000027656555,228.09634399414065,214.8697967529297,56018.875,154.1371307373047,6.754478931427002,2.105170726776123,0.8660254037844387,-0.4999999999999998,89.55,22.8319,True,15,0,True
CL515,Paikgacha,22.585,89.3182,2018,4,2018-04-01,2018_04,Pre_Monsoon,train,109.0,102.34127044677734,176.89503479003906,116.88951110839844,114.37767028808594,106.6410675048828,301.569580078125,0.1447974592447281,30.15666580200196,0.4083000123500824,303.0728759765625,205.3491973876953,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,0.8660254037844387,-0.4999999999999998,89.3182,22.585,True,15,0,True
CL517,Rupsa,22.79,89.59,2018,4,2018-04-01,2018_04,Pre_Monsoon,train,108.9,121.3461456298828,182.31411743164065,121.1283721923828,152.81192016601562,135.6471710205078,299.5727844238281,0.1803554147481918,30.06333351135254,0.479200005531311,221.0574951171875,216.9765014648437,50599.09375,140.3240509033203,3.7103257179260254,1.5449576377868652,0.8660254037844387,-0.4999999999999998,89.59,22.79,True,15,0,True
CL504,Dumuria,22.8093,89.4145,2018,5,2018-05-01,2018_05,Pre_Monsoon,train,237.2,98.4189453125,245.2681884765625,229.13705444335932,309.84619140625,236.4146270751953,312.1781311035156,0.2959136664867401,29.31999969482422,0.555899977684021,168.8253631591797,176.12583923339844,57738.24609375,152.4185333251953,5.504084587097168,1.9329872131347656,0.4999999999999999,-0.8660254037844387,89.4145,22.8093,True,15,0,True
CL510,Khulna,22.8319,89.55,2018,5,2018-05-01,2018_05,Pre_Monsoon,train,220.0,122.40364837646484,295.4701232910156,235.84312438964844,324.2228088378906,287.7333068847656,347.10498046875,0.3061155378818512,28.325000762939453,0.3156000077724457,194.16102600097656,205.3544769287109,56018.875,154.1371307373047,6.754478931427002,2.105170726776123,0.4999999999999999,-0.8660254037844387,89.55,22.8319,True,15,0,True
CL515,Paikgacha,22.585,89.3182,2018,5,2018-05-01,2018_05,Pre_Monsoon,train,109.0,68.78239440917969,217.25393676757807,143.76255798339844,285.6752014160156,227.3541717529297,210.1484222412109,0.2896054089069366,25.559999465942383,0.4083999991416931,127.82805633544922,159.53831481933594,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,0.4999999999999999,-0.8660254037844387,89.3182,22.585,True,15,0,True
CL517,Rupsa,22.79,89.59,2018,5,2018-05-01,2018_05,Pre_Monsoon,train,174.5,94.85311889648438,310.041015625,226.692123413086,322.1883544921875,287.3013916015625,388.4598083496094,0.3092277348041534,27.020000457763672,0.4126000106334686,169.0443115234375,213.95480346679688,50599.09375,140.3240509033203,3.7103257179260254,1.5449576377868652,0.4999999999999999,-0.8660254037844387,89.59,22.79,True,15,0,True
CL515,Paikgacha,22.585,89.3182,2018,6,2018-06-01,2018_06,Monsoon,train,148.0,435.0530395507813,382.3494567871094,297.0251159667969,325.39019775390625,389.65576171875,374.1551513671875,0.4567264318466186,28.549999237060547,0.4828999936580658,530.3423461914062,389.3890380859375,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,1.2246467991473532e-16,-1.0,89.3182,22.585,True,15,0,True
CL517,Rupsa,22.79,89.59,2018,6,2018-06-01,2018_06,Monsoon,train,224.3,357.7212829589844,353.22784423828125,249.811279296875,354.26287841796875,396.7462463378906,328.1847839355469,0.4312188327312469,28.01000022888184,0.4704000055789947,406.6408386230469,313.1982727050781,50599.09375,140.3240509033203,3.7103257179260254,1.5449576377868652,1.2246467991473532e-16,-1.0,89.59,22.79,True,15,0,True
CL515,Paikgacha,22.585,89.3182,2018,7,2018-07-01,2018_07,Monsoon,train,425.0,361.5401916503906,397.0032958984375,407.9876403808594,364.8565368652344,465.7307739257813,229.9093170166016,0.5775142908096313,29.950000762939453,0.321399986743927,423.7251586914063,257.2324523925781,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,-0.4999999999999997,-0.8660254037844388,89.3182,22.585,True,15,0,True
CL517,Rupsa,22.79,89.59,2018,7,2018-07-01,2018_07,Monsoon,train,428.5,319.57672119140625,384.6000671386719,337.9445495605469,348.9808654785156,539.8223266601562,156.66937255859375,0.5549994707107544,31.56999969482422,0.4704000055789947,380.8208312988281,263.2802734375,50599.09375,140.3240509033203,3.7103257179260254,1.5449576377868652,-0.4999999999999997,-0.8660254037844388,89.59,22.79,True,15,0,True
CL504,Dumuria,22.8093,89.4145,2018,9,2018-09-01,2018_09,Monsoon,train,11.3,361.9353637695313,176.90936279296875,133.72836303710938,154.92355346679688,168.3668975830078,86.3232650756836,0.1948430091142654,31.325000762939453,0.7135000228881836,207.5001678466797,101.92501068115234,57738.24609375,152.4185333251953,5.504084587097168,1.9329872131347656,-1.0,-1.8369701987210292e-16,89.4145,22.8093,True,15,0,True
CL510,Khulna,22.8319,89.55,2018,9,2018-09-01,2018_09,Monsoon,train,165.0,190.0856170654297,186.2277984619141,142.50267028808594,156.71168518066406,158.94674682617188,84.50365447998047,0.1896241605281829,33.45000076293945,0.6460000276565552,214.1080474853516,113.24427032470705,56018.875,154.1371307373047,6.754478931427002,2.105170726776123,-1.0,-1.8369701987210292e-16,89.55,22.8319,True,15,0,True
CL515,Paikgacha,22.585,89.3182,2018,9,2018-09-01,2018_09,Monsoon,train,193.0,317.2606811523437,168.80950927734375,156.59947204589844,171.08984375,216.18960571289065,116.06764221191406,0.2479679733514785,31.670000076293945,0.4490000009536743,306.7428283691406,93.73421478271484,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,-1.0,-1.8369701987210292e-16,89.3182,22.585,True,15,0,True
CL517,Rupsa,22.79,89.59,2018,9,2018-09-01,2018_09,Monsoon,train,122.0,186.2533416748047,188.3837127685547,140.05548095703125,162.10243225097656,146.48207092285156,92.9311981201172,0.1903461962938308,31.690000534057617,0.6184999942779541,237.4139709472656,116.07962036132812,50599.09375,140.3240509033203,3.7103257179260254,1.5449576377868652,-1.0,-1.8369701987210292e-16,89.59,22.79,True,15,0,True
CL504,Dumuria,22.8093,89.4145,2018,10,2018-10-01,2018_10,Post_Monsoon,train,13.8,131.84066772460938,125.63916015625,78.20376586914062,112.93463134765624,62.64633941650391,111.9329071044922,0.1275192201137542,29.8700008392334,0.6366999745368958,105.94049835205078,81.69148254394531,57738.24609375,152.4185333251953,5.504084587097168,1.9329872131347656,-0.8660254037844386,0.5000000000000001,89.4145,22.8093,True,15,0,True
CL510,Khulna,22.8319,89.55,2018,10,2018-10-01,2018_10,Post_Monsoon,train,46.0,105.96307373046876,135.79977416992188,81.39015197753906,119.92157745361328,67.04487609863281,127.82096862792967,0.1322669833898544,32.1966667175293,0.5503000020980835,99.67229461669922,84.92079162597656,56018.875,154.1371307373047,6.754478931427002,2.105170726776123,-0.8660254037844386,0.5000000000000001,89.55,22.8319,True,15,0,True
CL515,Paikgacha,22.585,89.3182,2018,10,2018-10-01,2018_10,Post_Monsoon,train,91.0,270.8419494628906,132.67425537109375,83.10797119140625,125.94392395019533,74.30016326904297,172.8807373046875,0.1436417698860168,28.956666946411133,0.4401000142097473,105.6264190673828,98.31961059570312,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,-0.8660254037844386,0.5000000000000001,89.3182,22.585,True,15,0,True
CL517,Rupsa,22.79,89.59,2018,10,2018-10-01,2018_10,Post_Monsoon,train,42.4,87.72509002685547,139.40325927734375,77.83061981201172,126.26914978027344,69.57530975341797,148.5811767578125,0.137933924794197,28.94333267211914,0.6492000222206116,99.61141204833984,86.79641723632812,50599.09375,140.3240509033203,3.7103257179260254,1.5449576377868652,-0.8660254037844386,0.5000000000000001,89.59,22.79,True,15,0,True
CL504,Dumuria,22.8093,89.4145,2018,11,2018-11-01,2018_11,Post_Monsoon,train,0.0,2.2804503440856934,2.635737180709839,5.104951858520508,4.306020259857178,0.0938021466135978,6.752465724945068,0.0023659721482545,26.565000534057617,0.6096000075340271,8.308619499206543,0.3847914338111877,57738.24609375,152.4185333251953,5.504084587097168,1.9329872131347656,-0.5000000000000004,0.8660254037844384,89.4145,22.8093,True,15,0,True
CL510,Khulna,22.8319,89.55,2018,11,2018-11-01,2018_11,Post_Monsoon,train,0.0,0.942852258682251,3.631190538406372,5.125629425048828,4.213407039642334,0.0874587371945381,5.324394702911377,0.0020000000949949,29.625,0.4891999959945678,3.9363417625427246,0.1639564931392669,56018.875,154.1371307373047,6.754478931427002,2.105170726776123,-0.5000000000000004,0.8660254037844384,89.55,22.8319,True,15,0,True
CL515,Paikgacha,22.585,89.3182,2018,11,2018-11-01,2018_11,Post_Monsoon,train,0.0,3.1402032375335693,1.927213788032532,6.127057075500488,4.521761417388916,0.4189072251319885,3.219377040863037,0.0047082286328077,26.69499969482422,0.3980000019073486,6.434661388397217,0.0852551311254501,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,-0.5000000000000004,0.8660254037844384,89.3182,22.585,True,15,0,True
CL517,Rupsa,22.79,89.59,2018,11,2018-11-01,2018_11,Post_Monsoon,train,0.0,1.0,3.90334677696228,4.89740514755249,4.077657222747803,0.1165056824684143,2.669713020324707,0.0020000000949949,27.270000457763672,0.6262000203132629,2.9120593070983887,0.0713598653674125,50599.09375,140.3240509033203,3.7103257179260254,1.5449576377868652,-0.5000000000000004,0.8660254037844384,89.59,22.79,True,15,0,True
CL504,Dumuria,22.8093,89.4145,2018,12,2018-12-01,2018_12,Winter,train,0.0,1.0,12.426512718200684,5.179353713989258,26.25770378112793,18.56561279296875,23.77835273742676,0.0169920958578586,23.59000015258789,0.5471000075340271,8.9992094039917,0.225779578089714,57738.24609375,152.4185333251953,5.504084587097168,1.9329872131347656,-2.4492935982947064e-16,1.0,89.4145,22.8093,True,15,0,True
CL510,Khulna,22.8319,89.55,2018,12,2018-12-01,2018_12,Winter,train,0.0,1.673904538154602,10.15096664428711,4.14420747756958,22.824670791625977,23.73829460144043,20.25422096252441,0.0150334173813462,25.38999938964844,0.4084999859333038,12.9496488571167,0.469610184431076,56018.875,154.1371307373047,6.754478931427002,2.105170726776123,-2.4492935982947064e-16,1.0,89.55,22.8319,True,15,0,True
CL515,Paikgacha,22.585,89.3182,2018,12,2018-12-01,2018_12,Winter,train,0.0,1.0,13.450295448303224,6.22412633895874,18.21887588500977,16.8781795501709,26.608766555786133,0.0170885752886533,22.25,0.4250999987125397,15.610336303710938,0.1700000017881393,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,-2.4492935982947064e-16,1.0,89.3182,22.585,True,15,0,True
CL517,Rupsa,22.79,89.59,2018,12,2018-12-01,2018_12,Winter,train,0.0,11.279102325439451,9.488773345947266,2.838512897491455,19.717416763305664,22.0574893951416,23.75055885314941,0.0147229330614209,23.46500015258789,0.4535000026226043,16.78449058532715,0.5456981062889099,50599.09375,140.3240509033203,3.7103257179260254,1.5449576377868652,-2.4492935982947064e-16,1.0,89.59,22.79,True,15,0,True
CL504,Dumuria,22.8093,89.4145,2019,1,2019-01-01,2019_01,Winter,train,0.0,0.0,0.1825441420078277,3.717154502868652,0.6205214858055115,0.0,0.5792600512504578,0.0056261229328811,23.459999084472656,0.4560000002384186,11.634710311889648,0.0,57738.24609375,152.4185333251953,5.504084587097168,1.9329872131347656,0.4999999999999999,0.8660254037844387,89.4145,22.8093,True,15,0,True
CL510,Khulna,22.8319,89.55,2019,1,2019-01-01,2019_01,Winter,train,0.0,0.0,0.0515377260744571,4.65851354598999,0.5267146229743958,0.0,0.0359944105148315,0.0056151645258069,25.27499961853028,0.3876999914646148,9.934164047241213,0.0,56018.875,154.1371307373047,6.754478931427002,2.105170726776123,0.4999999999999999,0.8660254037844387,89.55,22.8319,True,15,0,True
CL515,Paikgacha,22.585,89.3182,2019,1,2019-01-01,2019_01,Winter,train,0.0,0.0,0.7108795046806335,4.913541316986084,0.4428599178791046,0.0,0.5791622996330261,0.0051084551960229,23.040000915527344,0.3720999956130981,26.82262420654297,0.0,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,0.4999999999999999,0.8660254037844387,89.3182,22.585,True,15,0,True
CL517,Rupsa,22.79,89.59,2019,1,2019-01-01,2019_01,Winter,train,0.0,0.0,0.0545430481433868,6.251903057098389,0.4386868178844452,0.0,0.0676663666963577,0.0044361916370689,23.28499984741211,0.3082000017166137,8.007495880126953,0.0,50599.09375,140.3240509033203,3.7103257179260254,1.5449576377868652,0.4999999999999999,0.8660254037844387,89.59,22.79,True,15,0,True
CL504,Dumuria,22.8093,89.4145,2019,2,2019-02-01,2019_02,Winter,train,152.0,16.694303512573242,82.42486572265625,43.71076965332031,43.69967269897461,126.61517333984376,171.4614715576172,0.1667978763580322,25.48500061035156,0.5070000290870667,44.305809020996094,99.78797912597656,57738.24609375,152.4185333251953,5.504084587097168,1.9329872131347656,0.8660254037844386,0.5000000000000001,89.4145,22.8093,True,15,0,True
CL510,Khulna,22.8319,89.55,2019,2,2019-02-01,2019_02,Winter,train,170.0,14.603432655334473,76.31845092773438,41.83624649047852,42.1331787109375,118.49359893798828,174.11524963378906,0.1634254455566406,27.780000686645508,0.3454999923706054,34.53907012939453,60.8570442199707,56018.875,154.1371307373047,6.754478931427002,2.105170726776123,0.8660254037844386,0.5000000000000001,89.55,22.8319,True,15,0,True
CL515,Paikgacha,22.585,89.3182,2019,2,2019-02-01,2019_02,Winter,train,128.0,16.2946834564209,104.20658111572266,62.48475646972656,49.72964859008789,142.88717651367188,166.68798828125,0.159739688038826,24.55500030517578,0.3668999969959259,30.44951438903809,114.89615631103516,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,0.8660254037844386,0.5000000000000001,89.3182,22.585,True,15,0,True
CL517,Rupsa,22.79,89.59,2019,2,2019-02-01,2019_02,Winter,train,130.0,12.259575843811035,75.57876586914062,42.22710037231445,42.08365631103516,122.9947509765625,138.4283905029297,0.1631151884794235,25.75,0.3068000078201294,39.12459564208984,49.50856018066406,50599.09375,140.3240509033203,3.7103257179260254,1.5449576377868652,0.8660254037844386,0.5000000000000001,89.59,22.79,True,15,0,True
CL504,Dumuria,22.8093,89.4145,2019,3,2019-03-01,2019_03,Pre_Monsoon,train,45.0,26.44552230834961,85.10118865966797,79.23628997802734,54.143463134765625,73.5520248413086,317.0106201171875,0.0925737991929054,28.229999542236328,0.6685000061988831,76.98141479492188,82.86100006103516,57738.24609375,152.4185333251953,5.504084587097168,1.9329872131347656,1.0,6.123233995736766e-17,89.4145,22.8093,True,15,0,True
CL510,Khulna,22.8319,89.55,2019,3,2019-03-01,2019_03,Pre_Monsoon,train,70.3,21.04499244689941,84.15049743652344,83.7524185180664,50.186859130859375,71.44419860839844,252.664779663086,0.0964205935597419,30.88999938964844,0.4160999953746795,80.69213104248047,66.05557250976562,56018.875,154.1371307373047,6.754478931427002,2.105170726776123,1.0,6.123233995736766e-17,89.55,22.8319,True,15,0,True
CL515,Paikgacha,22.585,89.3182,2019,3,2019-03-01,2019_03,Pre_Monsoon,train,65.0,23.77343368530273,81.37117004394531,67.2591781616211,52.82745742797852,71.45640563964844,295.6331787109375,0.1035407856106758,27.645000457763672,0.4444000124931335,74.93256378173828,70.78363037109375,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,1.0,6.123233995736766e-17,89.3182,22.585,True,15,0,True
CL517,Rupsa,22.79,89.59,2019,3,2019-03-01,2019_03,Pre_Monsoon,train,71.6,22.37624168395996,83.46630859375,84.42539978027344,46.11064147949219,69.79703521728516,256.6689453125,0.089808389544487,28.670000076293945,0.4381999969482422,77.27621459960938,59.70769882202149,50599.09375,140.3240509033203,3.7103257179260254,1.5449576377868652,1.0,6.123233995736766e-17,89.59,22.79,True,15,0,True
CL504,Dumuria,22.8093,89.4145,2019,4,2019-04-01,2019_04,Pre_Monsoon,train,14.9,42.556396484375,139.5366973876953,96.86924743652344,121.1553726196289,89.8484878540039,357.9970092773437,0.1569364815950393,30.31666755676269,0.642799973487854,90.77499389648438,251.7279052734375,57738.24609375,152.4185333251953,5.504084587097168,1.9329872131347656,0.8660254037844387,-0.4999999999999998,89.4145,22.8093,True,15,0,True
