station_id,station_name,latitude,longitude,year,month,date,month_id,season,split,rainfall_mm,CCS,CDR,CHIRPS,ERA5,GSMaP_Gauge,GSMaP_MVK,IMERG,LST,NDVI,PDIR,PERSIANN,Distance_Sea_meter,Land_Aspect_Degree_30m,Land_Khulna_SRTM_DEM,Land_Slope_Degree_30m,month_sin,month_cos,raster_x,raster_y,inside_raster_bounds,valid_predictor_count,missing_predictor_count,all_predictors_available
CL515,Paikgacha,22.585,89.3182,2017,3,2017-03-01,2017_03,Pre_Monsoon,train,72.0,1.12716805934906,43.89655303955078,41.1439208984375,107.8869400024414,100.6636734008789,66.19490051269531,0.0950682163238525,28.1200008392334,0.4146000146865845,10.30284309387207,5.171968460083008,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,1.0,6.123233995736766e-17,89.3182,22.585,True,15,0,True
CL517,Rupsa,22.79,89.59,2017,3,2017-03-01,2017_03,Pre_Monsoon,train,125.1,1.6631284952163696,30.59374046325684,47.63445663452149,96.16213989257812,120.72447967529295,42.67280578613281,0.0954247787594795,27.940000534057617,0.5239999890327454,19.46890640258789,5.505076885223389,50599.09375,140.3240509033203,3.7103257179260254,1.5449576377868652,1.0,6.123233995736766e-17,89.59,22.79,True,15,0,True
CL504,Dumuria,22.8093,89.4145,2017,4,2017-04-01,2017_04,Pre_Monsoon,train,152.3,43.26873397827149,103.59473419189452,91.6747817993164,97.7466049194336,126.94550323486328,315.0303039550781,0.154740035533905,30.549999237060547,0.5590999722480774,71.73521423339844,98.79840087890624,57738.24609375,152.4185333251953,5.504084587097168,1.9329872131347656,0.8660254037844387,-0.4999999999999998,89.4145,22.8093,True,15,0,True
CL510,Khulna,22.8319,89.55,2017,4,2017-04-01,2017_04,Pre_Monsoon,train,106.0,68.10215759277344,117.345458984375,114.84046936035156,109.51277923583984,219.11099243164065,391.9819030761719,0.1763846576213836,32.24333190917969,0.4438000023365021,99.01174926757812,109.3413314819336,56018.875,154.1371307373047,6.754478931427002,2.105170726776123,0.8660254037844387,-0.4999999999999998,89.55,22.8319,True,15,0,True
CL515,Paikgacha,22.585,89.3182,2017,4,2017-04-01,2017_04,Pre_Monsoon,train,197.0,42.360084533691406,93.4624252319336,69.52942657470703,66.47954559326172,84.02977752685547,230.169677734375,0.1245606169104576,29.270000457763672,0.2669000029563904,80.48725128173828,85.29838562011719,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,0.8660254037844387,-0.4999999999999998,89.3182,22.585,True,15,0,True
CL517,Rupsa,22.79,89.59,2017,4,2017-04-01,2017_04,Pre_Monsoon,train,142.1,57.40389633178711,121.46307373046876,115.64031982421876,106.42444610595705,169.7224578857422,415.6298828125,0.1808773577213287,30.676666259765625,0.4422000050544739,98.69358825683594,111.6475830078125,50599.09375,140.3240509033203,3.7103257179260254,1.5449576377868652,0.8660254037844387,-0.4999999999999998,89.59,22.79,True,15,0,True
CL504,Dumuria,22.8093,89.4145,2017,5,2017-05-01,2017_05,Pre_Monsoon,train,6.9,72.28823852539062,122.73860168457033,186.10769653320312,110.27947235107422,187.7878875732422,203.31643676757807,0.1773710548877716,33.290000915527344,0.5008999705314636,127.01284790039062,146.8968505859375,57738.24609375,152.4185333251953,5.504084587097168,1.9329872131347656,0.4999999999999999,-0.8660254037844387,89.4145,22.8093,True,15,0,True
CL510,Khulna,22.8319,89.55,2017,5,2017-05-01,2017_05,Pre_Monsoon,train,234.0,54.54630279541016,128.80113220214844,171.6942901611328,115.32898712158205,180.47027587890625,191.915771484375,0.1816509366035461,34.040000915527344,0.4402999877929687,116.12860870361328,138.62124633789062,56018.875,154.1371307373047,6.754478931427002,2.105170726776123,0.4999999999999999,-0.8660254037844387,89.55,22.8319,True,15,0,True
CL515,Paikgacha,22.585,89.3182,2017,5,2017-05-01,2017_05,Pre_Monsoon,train,194.0,73.09782409667969,115.8418960571289,108.01226043701172,93.9297332763672,168.272705078125,118.43428802490234,0.1612545400857925,29.7549991607666,0.3553999960422516,122.89356994628906,128.08937072753906,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,0.4999999999999999,-0.8660254037844387,89.3182,22.585,True,15,0,True
CL517,Rupsa,22.79,89.59,2017,5,2017-05-01,2017_05,Pre_Monsoon,train,255.7,54.89383316040039,130.46051025390625,158.72430419921875,114.4032211303711,181.1000366210937,187.48475646972656,0.1766168177127838,31.46999931335449,0.4476000070571899,124.32311248779295,134.8761749267578,50599.09375,140.3240509033203,3.7103257179260254,1.5449576377868652,0.4999999999999999,-0.8660254037844387,89.59,22.79,True,15,0,True
CL504,Dumuria,22.8093,89.4145,2017,6,2017-06-01,2017_06,Monsoon,train,114.3,647.1091918945312,416.6460876464844,349.75079345703125,365.14544677734375,376.4000854492188,658.820068359375,0.4731560051441192,32.22999954223633,0.5644000172615051,830.4907836914062,586.4852294921875,57738.24609375,152.4185333251953,5.504084587097168,1.9329872131347656,1.2246467991473532e-16,-1.0,89.4145,22.8093,True,15,0,True
CL510,Khulna,22.8319,89.55,2017,6,2017-06-01,2017_06,Monsoon,train,456.0,728.1311645507812,435.9090270996094,365.2119140625,387.8407897949219,412.4395751953125,728.8864135742188,0.5018065571784973,30.46999931335449,0.4740999937057495,873.6295166015625,627.28955078125,56018.875,154.1371307373047,6.754478931427002,2.105170726776123,1.2246467991473532e-16,-1.0,89.55,22.8319,True,15,0,True
CL515,Paikgacha,22.585,89.3182,2017,6,2017-06-01,2017_06,Monsoon,train,624.0,550.3270874023438,415.4376220703125,339.3491516113281,325.2250366210937,353.0617370605469,324.7289428710937,0.4671918451786041,30.36000061035156,0.3858000040054321,839.0213012695312,541.75048828125,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,1.2246467991473532e-16,-1.0,89.3182,22.585,True,15,0,True
CL517,Rupsa,22.79,89.59,2017,6,2017-06-01,2017_06,Monsoon,train,331.1,648.3245849609375,442.0848083496094,343.17791748046875,389.339111328125,415.3482055664063,709.695068359375,0.5167378783226013,29.729999542236328,0.3526999950408935,851.0066528320312,637.8936767578125,50599.09375,140.3240509033203,3.7103257179260254,1.5449576377868652,1.2246467991473532e-16,-1.0,89.59,22.79,True,15,0,True
CL515,Paikgacha,22.585,89.3182,2017,7,2017-07-01,2017_07,Monsoon,train,687.0,538.3988647460938,551.3002319335938,612.36279296875,483.2467956542969,1055.496337890625,408.9248352050781,0.8365566730499268,26.46999931335449,0.1928000003099441,570.6531372070312,396.4943237304688,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,-0.4999999999999997,-0.8660254037844388,89.3182,22.585,True,15,0,True
CL504,Dumuria,22.8093,89.4145,2017,8,2017-08-01,2017_08,Monsoon,train,165.5,384.5021057128906,422.39208984375,339.9882507324219,353.6378479003906,406.6220397949219,242.43099975585932,0.4356352686882019,31.56999969482422,0.7103999853134155,463.9288635253906,223.63397216796875,57738.24609375,152.4185333251953,5.504084587097168,1.9329872131347656,-0.8660254037844385,-0.5000000000000004,89.4145,22.8093,True,15,0,True
CL504,Dumuria,22.8093,89.4145,2017,9,2017-09-01,2017_09,Monsoon,train,193.6,277.52978515625,280.9236145019531,177.7333221435547,293.8680419921875,253.62730407714844,211.1174774169922,0.3206205368041992,30.58333396911621,0.7276999950408936,389.478271484375,251.2536163330078,57738.24609375,152.4185333251953,5.504084587097168,1.9329872131347656,-1.0,-1.8369701987210292e-16,89.4145,22.8093,True,15,0,True
CL510,Khulna,22.8319,89.55,2017,9,2017-09-01,2017_09,Monsoon,train,213.0,295.5818786621094,291.981689453125,177.11753845214844,288.2962646484375,304.1723937988281,236.9289703369141,0.3283234238624573,32.07666778564453,0.5874000191688538,413.3799133300781,277.8189697265625,56018.875,154.1371307373047,6.754478931427002,2.105170726776123,-1.0,-1.8369701987210292e-16,89.55,22.8319,True,15,0,True
CL515,Paikgacha,22.585,89.3182,2017,9,2017-09-01,2017_09,Monsoon,train,393.0,328.9671630859375,288.8719482421875,205.4071807861328,275.7062072753906,281.2574768066406,194.3035430908203,0.3323100507259369,30.09666633605957,0.336899995803833,471.0258483886719,259.7890625,37890.0703125,129.93092346191406,4.656047344207764,1.6002691984176636,-1.0,-1.8369701987210292e-16,89.3182,22.585,True,15,0,True
