Year,Month,Month_ID,Band_Number,Band_Name,Source_File,Minimum,Maximum,Mean,Valid_Pixels,Total_Pixels,NoData_Pixels
2019,4,2019_04,4,ERA5,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\ERA5\2019_04.tif,28.762357711791992,151.01559448242188,86.72119140625,4833,8909,4076
2019,4,2019_04,5,GSMaP_Gauge,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\GSMaP_Gauge\2019_04.tif,72.61715698242188,138.84048461914062,92.73552703857422,4837,8909,4072
2019,4,2019_04,6,GSMaP_MVK,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\GSMaP_MVK\2019_04.tif,161.3959197998047,509.7120666503906,272.402099609375,4837,8909,4072
2019,4,2019_04,7,IMERG,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\IMERG\2019_04.tif,0.04939825460314751,0.17956770956516266,0.12848351895809174,4837,8909,4072
2019,4,2019_04,8,LST,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\LST\LST_Day_2019_4.tif,26.763334274291992,34.43000030517578,29.7685604095459,4340,8909,4569
2019,4,2019_04,9,NDVI,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\NDVI\NDVI_2019_4.tif,-0.1987999975681305,0.8655999898910522,0.48408910632133484,4444,8909,4465
2019,4,2019_04,10,PDIR,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\PDIR\2019_04.tif,44.0,141.0,77.0653305053711,4589,8909,4320
2019,4,2019_04,11,PERSIANN,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\PERSIANN\2019_04.tif,137.74000549316406,283.3599853515625,184.89076232910156,3576,8909,5333
2019,4,2019_04,12,Distance_Sea_meter,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\static\Distance_Sea_meter.tif,0.0,77480.6640625,24497.150390625,4837,8909,4072
2019,4,2019_04,13,Land_Aspect_Degree_30m,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\static\Land_Aspect_Degree_30m.tif,0.0,174.62100219726562,115.75617980957031,4837,8909,4072
2019,4,2019_04,14,Land_Khulna_SRTM_DEM,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\static\Land_Khulna_SRTM_DEM.tif,0.0,14.246426582336426,4.841400623321533,4837,8909,4072
2019,4,2019_04,15,Land_Slope_Degree_30m,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\static\Land_Slope_Degree_30m.tif,0.0,3.7204315662384033,1.5288087129592896,4827,8909,4082
2019,5,2019_05,1,CCS,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\CCS\2019_05.tif,71.89949798583984,155.0,99.9509048461914,4589,8909,4320
2019,5,2019_05,2,CDR,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\CDR\2019_05.tif,123.52265167236328,193.84681701660156,158.72315979003906,3576,8909,5333
2019,5,2019_05,3,CHIRPS,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\CHIRPS\2019_05.tif,85.50934600830078,205.71839904785156,141.48651123046875,4732,8909,4177
2019,5,2019_05,4,ERA5,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\ERA5\2019_05.tif,52.53297424316406,131.11097717285156,78.09325408935547,4833,8909,4076
2019,5,2019_05,5,GSMaP_Gauge,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\GSMaP_Gauge\2019_05.tif,85.42947387695312,327.0963134765625,161.16566467285156,4837,8909,4072
2019,5,2019_05,6,GSMaP_MVK,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\GSMaP_MVK\2019_05.tif,96.10730743408203,243.82583618164062,162.392822265625,4837,8909,4072
2019,5,2019_05,7,IMERG,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\IMERG\2019_05.tif,0.14447693526744843,0.2079089730978012,0.18553046882152557,4837,8909,4072
2019,5,2019_05,8,LST,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\LST\LST_Day_2019_5.tif,26.299999237060547,34.516666412353516,29.819814682006836,4340,8909,4569
2019,5,2019_05,9,NDVI,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\NDVI\NDVI_2019_5.tif,-0.1914999932050705,0.9513999819755554,0.4387781620025635,4437,8909,4472
2019,5,2019_05,10,PDIR,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\PDIR\2019_05.tif,116.0,210.9254150390625,159.7868194580078,4589,8909,4320
2019,5,2019_05,11,PERSIANN,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\PERSIANN\2019_05.tif,157.20199584960938,248.5,176.86138916015625,3576,8909,5333
2019,5,2019_05,12,Distance_Sea_meter,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\static\Distance_Sea_meter.tif,0.0,77480.6640625,24497.150390625,4837,8909,4072
2019,5,2019_05,13,Land_Aspect_Degree_30m,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\static\Land_Aspect_Degree_30m.tif,0.0,174.62100219726562,115.75617980957031,4837,8909,4072
2019,5,2019_05,14,Land_Khulna_SRTM_DEM,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\static\Land_Khulna_SRTM_DEM.tif,0.0,14.246426582336426,4.841400623321533,4837,8909,4072
2019,5,2019_05,15,Land_Slope_Degree_30m,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\static\Land_Slope_Degree_30m.tif,0.0,3.7204315662384033,1.5288087129592896,4827,8909,4082
2019,6,2019_06,1,CCS,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\CCS\2019_06.tif,102.13790130615234,425.0,228.0984344482422,4589,8909,4320
2019,6,2019_06,2,CDR,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\CDR\2019_06.tif,187.08767700195312,273.9593811035156,224.2327423095703,3576,8909,5333
2019,6,2019_06,3,CHIRPS,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\CHIRPS\2019_06.tif,156.8362579345703,250.64735412597656,212.5869140625,4732,8909,4177
2019,6,2019_06,4,ERA5,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\ERA5\2019_06.tif,210.06431579589844,313.0801086425781,242.08030700683594,4833,8909,4076
2019,6,2019_06,5,GSMaP_Gauge,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\GSMaP_Gauge\2019_06.tif,150.7855987548828,620.262451171875,280.9927062988281,4837,8909,4072
2019,6,2019_06,6,GSMaP_MVK,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\GSMaP_MVK\2019_06.tif,122.08248901367188,514.73486328125,249.6934356689453,4837,8909,4072
2019,6,2019_06,7,IMERG,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\IMERG\2019_06.tif,0.25054025650024414,0.3926596939563751,0.315796822309494,4837,8909,4072
2019,6,2019_06,8,LST,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\LST\LST_Day_2019_6.tif,23.530000686645508,34.869998931884766,28.67918586730957,4270,8909,4639
2019,6,2019_06,9,NDVI,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\NDVI\NDVI_2019_6.tif,-0.19050000607967377,0.9207000136375427,0.49128836393356323,4439,8909,4470
2019,6,2019_06,10,PDIR,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\PDIR\2019_06.tif,206.3048858642578,575.03125,342.3959045410156,4589,8909,4320
2019,6,2019_06,11,PERSIANN,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\PERSIANN\2019_06.tif,196.16000366210938,615.8569946289062,465.9450378417969,3576,8909,5333
2019,6,2019_06,12,Distance_Sea_meter,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\static\Distance_Sea_meter.tif,0.0,77480.6640625,24497.150390625,4837,8909,4072
2019,6,2019_06,13,Land_Aspect_Degree_30m,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\static\Land_Aspect_Degree_30m.tif,0.0,174.62100219726562,115.75617980957031,4837,8909,4072
2019,6,2019_06,14,Land_Khulna_SRTM_DEM,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\static\Land_Khulna_SRTM_DEM.tif,0.0,14.246426582336426,4.841400623321533,4837,8909,4072
2019,6,2019_06,15,Land_Slope_Degree_30m,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\static\Land_Slope_Degree_30m.tif,0.0,3.7204315662384033,1.5288087129592896,4827,8909,4082
2019,7,2019_07,1,CCS,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\CCS\2019_07.tif,257.3809509277344,620.0,365.5057067871094,4589,8909,4320
2019,7,2019_07,2,CDR,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\CDR\2019_07.tif,402.35894775390625,462.9841003417969,443.0293273925781,3576,8909,5333
2019,7,2019_07,3,CHIRPS,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\CHIRPS\2019_07.tif,332.1948547363281,572.64453125,410.04412841796875,4732,8909,4177
2019,7,2019_07,4,ERA5,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\ERA5\2019_07.tif,233.75962829589844,528.6636352539062,283.79449462890625,4833,8909,4076
2019,7,2019_07,5,GSMaP_Gauge,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\GSMaP_Gauge\2019_07.tif,264.1964111328125,881.5140380859375,466.4684753417969,4837,8909,4072
2019,7,2019_07,6,GSMaP_MVK,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\GSMaP_MVK\2019_07.tif,165.30752563476562,404.2496337890625,241.21310424804688,4837,8909,4072
2019,7,2019_07,7,IMERG,E:\Geospatial\Precipitation Downscaling\Precipitation-Downscaling-Khulna\data\processed\rasters_aligned\monthly\IMERG\2019_07.tif,0.3668311536312103,0.6384579539299011,0.4617823362350464,4837,8909,4072
