station_id,station_name,latitude,longitude,year,month,date,rainfall_mm
CL517,Rupsa,22.79,89.59,2019,5,2019-05-01,109.9
CL517,Rupsa,22.79,89.59,2019,6,2019-06-01,154.1
CL517,Rupsa,22.79,89.59,2019,7,2019-07-01,331.1
CL517,Rupsa,22.79,89.59,2019,8,2019-08-01,421.6
CL517,Rupsa,22.79,89.59,2019,9,2019-09-01,139.0
CL517,Rupsa,22.79,89.59,2019,10,2019-10-01,161.9
CL517,Rupsa,22.79,89.59,2019,11,2019-11-01,22.9
CL517,Rupsa,22.79,89.59,2019,12,2019-12-01,1.5
CL517,Rupsa,22.79,89.59,2020,1,2020-01-01,0.0
CL517,Rupsa,22.79,89.59,2020,2,2020-02-01,53.1
CL517,Rupsa,22.79,89.59,2020,3,2020-03-01,63.7
CL517,Rupsa,22.79,89.59,2020,4,2020-04-01,91.9
CL517,Rupsa,22.79,89.59,2020,5,2020-05-01,169.1
CL517,Rupsa,22.79,89.59,2020,6,2020-06-01,223.2
CL517,Rupsa,22.79,89.59,2020,7,2020-07-01,429.8
CL517,Rupsa,22.79,89.59,2020,8,2020-08-01,302.9
CL517,Rupsa,22.79,89.59,2020,9,2020-09-01,137.5
CL517,Rupsa,22.79,89.59,2020,10,2020-10-01,192.7
CL517,Rupsa,22.79,89.59,2020,11,2020-11-01,10.4
CL517,Rupsa,22.79,89.59,2020,12,2020-12-01,6.7
CL517,Rupsa,22.79,89.59,2021,1,2021-01-01,0.0
CL517,Rupsa,22.79,89.59,2021,2,2021-02-01,62.8
CL517,Rupsa,22.79,89.59,2021,3,2021-03-01,59.7
CL517,Rupsa,22.79,89.59,2021,4,2021-04-01,84.7
CL517,Rupsa,22.79,89.59,2021,5,2021-05-01,158.2
CL517,Rupsa,22.79,89.59,2021,6,2021-06-01,209.9
CL517,Rupsa,22.79,89.59,2021,7,2021-07-01,410.6
CL517,Rupsa,22.79,89.59,2021,8,2021-08-01,316.6
CL517,Rupsa,22.79,89.59,2021,9,2021-09-01,136.3
CL517,Rupsa,22.79,89.59,2021,10,2021-10-01,172.2
CL517,Rupsa,22.79,89.59,2021,11,2021-11-01,11.8
CL517,Rupsa,22.79,89.59,2021,12,2021-12-01,5.1
CL517,Rupsa,22.79,89.59,2022,1,2022-01-01,0.0
CL517,Rupsa,22.79,89.59,2022,2,2022-02-01,72.6
CL517,Rupsa,22.79,89.59,2022,3,2022-03-01,55.6
CL517,Rupsa,22.79,89.59,2022,4,2022-04-01,77.5
CL517,Rupsa,22.79,89.59,2022,5,2022-05-01,147.2
CL517,Rupsa,22.79,89.59,2022,6,2022-06-01,196.7
CL517,Rupsa,22.79,89.59,2022,7,2022-07-01,391.3
CL517,Rupsa,22.79,89.59,2022,8,2022-08-01,330.3
CL517,Rupsa,22.79,89.59,2022,9,2022-09-01,135.1
CL517,Rupsa,22.79,89.59,2022,10,2022-10-01,151.7
CL517,Rupsa,22.79,89.59,2022,11,2022-11-01,13.2
CL517,Rupsa,22.79,89.59,2022,12,2022-12-01,3.4
